,Dimension_1,Dimension_2,name,year,make,model,body,transmission,state,condition,odometer,color,interior,mmr,sellingprice,income,using_time,region
732,,,,2011,chevrolet,Silverado 2500HD,cab,automatic,ca,4.8,67027.0,white,black,11650,22000,77030,4,pacific
733,,,,2012,dodge,Journey,suv,automatic,fl,3.6,41973.0,black,black,11400,12400,59100,3,southeast
734,,,,2014,ford,Mustang,convertible,automatic,nj,4.0,31214.0,white,black,17300,18900,82750,1,northeast
735,,,,2012,ford,F-150,cab,automatic,mo,4.2,36788.0,—,black,25600,26400,71660,3,midwest
736,,,,2010,infiniti,QX56,suv,automatic,tn,3.5,69011.0,black,tan,24400,25200,57290,5,southeast
737,,,,2014,chevrolet,Cruze,sedan,automatic,il,4.0,14063.0,red,gray,12600,12600,73130,1,midwest
738,,,,2009,nissan,Maxima,sedan,automatic,ca,2.9,97377.0,silver,black,11250,10750,77030,6,pacific
739,,,,2012,toyota,Camry,sedan,automatic,tn,4.2,32978.0,blue,gray,13300,13900,57290,3,southeast
740,,,,2012,lexus,ES 350,sedan,automatic,fl,4.5,14896.0,off-white,beige,23700,24900,59100,3,southeast
741,,,,2012,chevrolet,Malibu,sedan,automatic,co,3.9,55470.0,black,black,10050,8500,80610,3,mountain west
742,,,,1999,toyota,Corolla,sedan,automatic,nc,1.9,298961.0,silver,gray,650,800,61490,16,southeast
743,,,,2013,nissan,Frontier,cab,automatic,tx,4.4,39199.0,silver,gray,20300,20000,68360,2,southwest
744,,,,2014,dodge,Journey,suv,automatic,mi,4.0,24634.0,blue,black,16950,17500,65610,1,midwest
745,,,,2013,hyundai,Santa Fe,suv,automatic,ca,4.3,40473.0,orange,beige,18350,18400,77030,2,pacific
746,,,,2012,ford,Focus,sedan,automatic,il,4.5,31147.0,blue,gray,9775,10600,73130,3,midwest
747,,,,2012,lexus,RX 350,suv,automatic,fl,1.9,41840.0,gold,beige,27700,24600,59100,3,southeast
748,,,,2012,ford,Focus,sedan,automatic,mo,2.9,46804.0,silver,black,9900,9000,71660,3,midwest
749,,,,2014,nissan,Altima,sedan,automatic,il,3.6,25483.0,brown,black,18500,18500,73130,1,midwest
750,,,,2000,pontiac,Bonneville,sedan,automatic,oh,2.8,201228.0,gray,gray,875,1300,64520,15,midwest
751,,,,2005,kia,Sorento,suv,automatic,nc,2.3,141309.0,green,beige,3125,3200,61490,10,southeast
752,,,,2014,ford,Focus,hatchback,automatic,ny,4.8,30227.0,red,black,11350,12000,70210,1,northeast
753,,,,2008,dodge,Caliber,wagon,automatic,fl,3.6,114451.0,black,gray,3450,3500,59100,7,southeast
754,,,,2015,toyota,Camry,sedan,automatic,il,4.1,4792.0,blue,gray,19700,18900,73130,0,midwest
755,,,,2001,pontiac,Bonneville,sedan,automatic,fl,2.0,140791.0,gold,beige,1650,1600,59100,14,southeast
756,,,,2011,nissan,Sentra,sedan,automatic,nc,3.0,70828.0,black,beige,7375,7800,61490,4,southeast
757,,,,2013,nissan,Rogue,suv,automatic,ga,3.5,49357.0,white,black,13150,13000,61450,2,southeast
758,,,,2012,nissan,Altima,sedan,automatic,il,4.8,27516.0,white,beige,12400,14000,73130,3,midwest
759,,,,2013,chevrolet,Impala,sedan,automatic,fl,3.9,54740.0,white,gray,9200,10400,59100,2,southeast
760,,,,2012,toyota,Sienna,van,automatic,ca,4.6,46035.0,gray,gray,22100,24250,77030,3,pacific
761,,,,2012,chrysler,200,sedan,automatic,ga,2.7,62600.0,black,black,8650,8100,61450,3,southeast
762,,,,2006,honda,Civic,sedan,automatic,ma,2.9,139824.0,silver,gray,4625,4100,82150,9,northeast
763,,,,2009,ford,Flex,wagon,automatic,mn,2.9,111726.0,gray,black,10850,10000,83200,6,midwest
764,,,,2008,mini,Cooper,hatchback,automatic,fl,3.5,18431.0,silver,gray,10000,9200,59100,7,southeast
765,,,,2005,nissan,Maxima,sedan,automatic,ca,2.8,128732.0,gray,black,3825,4600,77030,10,pacific
766,,,,2002,chevrolet,Impala,sedan,automatic,pa,1.9,1.0,silver,gray,2675,750,73100,13,northeast
767,,,,2014,volvo,XC60,suv,automatic,az,4.0,22708.0,black,black,28200,29000,63250,1,southwest
768,,,,2007,nissan,Frontier,cab,automatic,ca,2.7,108352.0,white,gray,9150,12000,77030,8,pacific
769,,,,2007,ford,Escape,suv,automatic,mo,2.7,85579.0,green,gray,5025,5100,71660,8,midwest
770,,,,2001,chevrolet,Prizm,sedan,automatic,nc,1.9,169542.0,blue,tan,950,750,61490,14,southeast
771,,,,2014,ford,F-150,cab,automatic,fl,4.1,41093.0,—,gray,22300,23100,59100,1,southeast
772,,,,2012,bmw,3 Series,sedan,automatic,ca,4.0,48589.0,blue,brown,21600,23000,77030,3,pacific
773,,,,2002,volkswagen,Cabrio,convertible,automatic,pa,3.0,52333.0,red,black,1850,2200,73100,13,northeast
774,,,,2012,mazda,Mazda6,sedan,automatic,ca,2.7,56675.0,silver,black,9700,11600,77030,3,pacific
775,,,,2012,honda,Accord,sedan,automatic,ca,2.7,19868.0,white,beige,13700,14400,77030,3,pacific
776,,,,2008,ford,Focus,sedan,automatic,mi,4.1,83569.0,black,black,5300,5600,65610,7,midwest
777,,,,2012,infiniti,G Sedan,sedan,automatic,nj,4.3,47946.0,black,black,17650,19800,82750,3,northeast
778,,,,2010,nissan,Rogue,suv,automatic,pa,3.7,44397.0,red,black,11050,11800,73100,5,northeast
779,,,,2012,infiniti,M,sedan,automatic,tn,3.4,27551.0,black,black,25000,22600,57290,3,southeast
780,,,,2008,acura,TL,sedan,automatic,md,2.9,101395.0,gray,tan,9725,8500,89090,7,northeast
781,,,,2009,toyota,Highlander Hybrid,suv,automatic,fl,3.9,106858.0,white,beige,16400,15500,59100,5,southeast
782,,,,2004,gmc,Sierra 1500,cab,automatic,nc,3.4,107422.0,black,gray,8675,10100,61490,11,southeast
783,,,,2007,cadillac,CTS,sedan,manual,ms,1.9,90718.0,white,gray,6375,3000,48460,8,southeast
784,,,,2011,hyundai,Santa Fe,suv,automatic,fl,4.3,56878.0,brown,beige,14650,16900,59100,4,southeast
785,,,,2006,saturn,VUE,suv,automatic,ms,2.1,110485.0,gray,beige,3125,2300,48460,9,southeast
786,,,,2014,honda,CR-V,suv,automatic,fl,5.0,2592.0,black,black,25800,24900,59100,0,southeast
787,,,,2014,kia,Optima,sedan,automatic,fl,4.4,16596.0,white,gray,15050,14300,59100,1,southeast
788,,,,2006,ford,Mustang,coupe,manual,il,3.0,80715.0,white,black,6075,5900,73130,9,midwest
789,,,,2014,ford,Fusion,sedan,automatic,md,4.4,41610.0,black,black,13600,12800,89090,1,northeast
790,,,,2007,honda,Odyssey,van,automatic,md,2.9,74399.0,green,gray,9875,9500,89090,8,northeast
791,,,,2013,ford,Taurus,sedan,automatic,il,4.2,25929.0,black,gray,14750,16000,73130,2,midwest
792,,,,2005,honda,Civic,sedan,automatic,md,3.0,68942.0,white,tan,4425,3300,89090,10,northeast
793,,,,2009,toyota,Camry,sedan,automatic,il,2.2,55808.0,silver,gray,10400,10100,73130,6,midwest
794,,,,2013,nissan,Pathfinder,suv,automatic,fl,4.7,32981.0,black,black,22600,22700,59100,1,southeast
795,,,,2013,ford,Explorer,suv,automatic,fl,4.0,22720.0,—,tan,21000,20900,59100,2,southeast
796,,,,2008,ford,F-250 Super Duty,cab,automatic,tn,2.8,136252.0,gold,tan,17950,17600,57290,7,southeast
797,,,,2001,infiniti,I30,sedan,automatic,oh,1.0,184844.0,white,beige,1300,350,64520,14,midwest
798,,,,2006,nissan,Altima,sedan,automatic,nc,2.9,159968.0,silver,black,2725,2300,61490,9,southeast
799,,,,2008,acura,TL,sedan,automatic,fl,1.9,81917.0,gray,gray,11150,4000,59100,7,southeast
800,,,,2012,honda,CR-V,suv,automatic,nj,3.3,47672.0,black,tan,19700,19500,82750,3,northeast
801,,,,2013,ford,Explorer,suv,automatic,tn,4.2,40989.0,—,black,26300,26400,57290,2,southeast
802,,,,2011,chevrolet,HHR,wagon,automatic,ca,3.6,73820.0,silver,gray,8450,8600,77030,4,pacific
803,,,,2003,chevrolet,Silverado 1500,cab,automatic,ca,2.8,136523.0,beige,beige,3775,4500,77030,12,pacific
804,,,,2011,infiniti,G Sedan,sedan,automatic,nj,3.2,57312.0,gray,black,15900,15600,82750,4,northeast
805,,,,2012,kia,Soul,wagon,automatic,tx,3.5,32678.0,red,—,10850,10300,68360,3,southwest
806,,,,2014,dodge,Dart,sedan,automatic,tx,4.1,11451.0,gray,black,11950,12800,68360,1,southwest
807,,,,2007,bmw,5 Series,sedan,automatic,md,1.9,115298.0,black,black,7725,6600,89090,8,northeast
808,,,,2006,toyota,Sequoia,suv,automatic,tx,2.8,109139.0,gold,tan,9250,8900,68360,9,southwest
809,,,,2010,hyundai,Sonata,sedan,automatic,tn,4.2,24834.0,—,black,9500,11000,57290,5,southeast
810,,,,2014,volkswagen,Beetle,hatchback,automatic,tx,2.9,29950.0,black,black,12850,11200,68360,1,southwest
811,,,,2013,dodge,Dart,sedan,automatic,fl,2.1,57842.0,blue,black,10050,8500,59100,2,southeast
812,,,,2009,dodge,Journey,suv,automatic,tn,2.9,75312.0,—,tan,8300,9000,57290,6,southeast
813,,,,2012,nissan,Altima,sedan,automatic,il,3.3,41553.0,gray,black,11950,11500,73130,3,midwest
814,,,,2013,toyota,FJ Cruiser,suv,automatic,tx,3.9,37186.0,—,black,24900,26000,68360,2,southwest
815,,,,2003,bmw,X5,suv,automatic,tx,1.9,102571.0,black,tan,5175,3500,68360,11,southwest
816,,,,2014,chevrolet,Camaro,coupe,automatic,fl,3.0,15303.0,blue,black,18500,17000,59100,1,southeast
817,,,,2012,ford,Fusion,sedan,automatic,mo,2.5,46783.0,silver,gray,11050,9800,71660,3,midwest
818,,,,2004,bmw,X3,suv,automatic,il,2.0,123727.0,silver,black,4825,3000,73130,11,midwest
819,,,,2013,volkswagen,Beetle,hatchback,automatic,nv,3.8,50275.0,black,black,10950,10900,62960,2,mountain west
820,,,,2014,nissan,Sentra,sedan,automatic,fl,4.4,5069.0,silver,black,12800,13000,59100,1,southeast
821,,,,2009,chevrolet,Silverado 1500,cab,automatic,mi,2.8,58242.0,blue,gray,20700,17900,65610,6,midwest
822,,,,2011,dodge,Challenger,coupe,manual,fl,4.2,56368.0,orange,black,20800,22200,59100,4,southeast
823,,,,2007,bmw,3 Series,sedan,automatic,tx,2.9,127998.0,white,brown,6325,7000,68360,8,southwest
824,,,,2012,dodge,Journey,suv,automatic,il,3.6,32516.0,—,black,13150,13800,73130,3,midwest
825,,,,2011,hyundai,Sonata,sedan,automatic,fl,3.9,41636.0,blue,gray,11850,10800,59100,4,southeast
826,,,,2013,hyundai,Sonata,sedan,automatic,fl,4.8,15460.0,silver,gray,13500,14900,59100,2,southeast
827,,,,2001,subaru,Forester,wagon,manual,ca,3.3,134609.0,silver,gray,1825,1500,77030,14,pacific
828,,,,2011,ford,F-150,cab,automatic,mi,2.7,45028.0,blue,gray,23700,19000,65610,4,midwest
829,,,,2001,honda,Civic,sedan,automatic,fl,1.9,111679.0,green,beige,2500,1500,59100,14,southeast
830,,,,2005,jeep,Grand Cherokee,suv,automatic,fl,3.9,140415.0,gold,beige,4875,3000,59100,9,southeast
831,,,,2006,ford,F-250 Super Duty,cab,automatic,ca,2.9,89585.0,white,tan,11200,8500,77030,9,pacific
832,,,,2014,chrysler,Town and Country,van,automatic,mi,4.0,29648.0,silver,black,18250,19100,65610,1,midwest
833,,,,2012,nissan,Leaf,hatchback,automatic,fl,3.6,24494.0,red,gray,7700,7500,59100,3,southeast
834,,,,2008,dodge,Nitro,suv,manual,ny,4.4,62748.0,blue,black,8675,9600,70210,7,northeast
835,,,,2011,chrysler,200,sedan,automatic,fl,4.3,55147.0,blue,tan,8925,8100,59100,4,southeast
836,,,,2002,mercedes-benz,C-Class,hatchback,automatic,nc,2.0,151901.0,black,gray,2150,650,61490,13,southeast
837,,,,2013,toyota,Sienna,van,automatic,nv,4.2,29251.0,gray,beige,25000,28750,62960,2,mountain west
838,,,,2005,pontiac,G6,sedan,automatic,fl,1.9,140876.0,black,gray,3150,2400,59100,10,southeast
839,,,,2012,lexus,CT 200h,hatchback,automatic,wa,4.2,60332.0,black,black,17000,18000,81400,3,pacific
840,,,,2013,chevrolet,Cruze,sedan,automatic,fl,3.6,37072.0,silver,black,11150,10800,59100,2,southeast
841,,,,2008,mercedes-benz,S-Class,sedan,automatic,fl,3.6,11622.0,black,black,36100,43400,59100,7,southeast
842,,,,2006,infiniti,M35,sedan,automatic,ca,3.4,156254.0,black,black,6225,6200,77030,9,pacific
843,,,,2011,bmw,X5,suv,automatic,pa,3.5,88854.0,gold,beige,18800,19700,73100,4,northeast
844,,,,2013,chrysler,200,sedan,automatic,mi,4.5,43609.0,black,black,11450,12300,65610,2,midwest
845,,,,2003,volvo,S60,sedan,automatic,il,2.2,57998.0,black,black,3425,2400,73130,12,midwest
846,,,,2012,chrysler,200,sedan,automatic,in,3.1,44625.0,silver,black,9525,9600,62930,3,midwest
847,,,,2007,buick,LaCrosse,sedan,automatic,pa,4.9,39528.0,blue,gray,6850,7800,73100,8,northeast
848,,,,2013,nissan,Altima,sedan,automatic,tx,4.2,9411.0,gray,black,16200,13800,68360,2,southwest
849,,,,2008,bmw,5 Series,sedan,automatic,tx,2.8,105911.0,blue,black,10950,11100,68360,7,southwest
850,,,,2012,lexus,RX 350,suv,automatic,ga,3.6,30235.0,black,beige,28600,28200,61450,3,southeast
851,,,,2012,dodge,Grand Caravan,van,automatic,oh,4.3,25914.0,gray,black,18300,17800,64520,3,midwest
852,,,,2014,ford,Focus,sedan,automatic,md,4.2,10797.0,white,gray,12700,11800,89090,1,northeast
853,,,,2008,bmw,X5,suv,automatic,mo,2.2,79579.0,silver,black,15350,14150,71660,7,midwest
854,,,,2008,mitsubishi,Lancer,sedan,automatic,ma,3.6,68677.0,blue,black,4775,5100,82150,7,northeast
855,,,,2014,ford,F-150,cab,automatic,fl,4.6,19717.0,white,gray,24000,26600,59100,1,southeast
856,,,,2009,cadillac,CTS-V,sedan,automatic,ca,3.7,42856.0,silver,gray,30900,30500,77030,6,pacific
857,,,,2011,infiniti,FX,suv,automatic,il,2.3,40689.0,gray,gray,27500,25100,73130,4,midwest
858,,,,2013,bmw,6 Series Gran Coupe,sedan,automatic,fl,4.5,39148.0,white,black,47200,48200,59100,2,southeast
859,,,,2011,bmw,3 Series,sedan,automatic,ga,3.6,44208.0,gray,black,25500,17400,61450,4,southeast
860,,,,2006,volvo,S40,sedan,automatic,tx,3.8,106096.0,blue,gray,6075,3300,68360,9,southwest
861,,,,2015,volvo,S60,sedan,automatic,ca,4.4,8109.0,white,black,24200,24000,77030,0,pacific
862,,,,2011,nissan,Rogue,suv,automatic,tn,2.9,37164.0,black,gray,13300,12000,57290,4,southeast
863,,,,2013,nissan,Rogue,suv,automatic,nj,3.5,46763.0,gray,black,13750,13300,82750,2,northeast
864,,,,2011,jeep,Grand Cherokee,suv,automatic,mo,3.7,44327.0,gray,gray,20600,20300,71660,4,midwest
865,,,,2012,toyota,Camry,sedan,automatic,fl,4.1,35322.0,black,black,14500,14200,59100,3,southeast
866,,,,2013,nissan,Altima,sedan,automatic,co,3.9,32798.0,black,black,15950,18100,80610,2,mountain west
867,,,,2014,chevrolet,Cruze,sedan,automatic,tx,3.5,38327.0,silver,—,11600,11300,68360,1,southwest
868,,,,2013,dodge,Grand Caravan,van,automatic,ca,3.8,36653.0,black,gray,13800,12800,77030,1,pacific
869,,,,2008,mazda,Mazda3,hatchback,manual,fl,2.9,103981.0,blue,black,4950,4000,59100,7,southeast
870,,,,2013,chevrolet,Cruze,sedan,automatic,wi,2.2,57970.0,blue,gray,10050,10000,67090,2,midwest
871,,,,2008,chevrolet,Impala,sedan,automatic,nc,1.9,70977.0,black,gray,6250,6300,61490,6,southeast
872,,,,2013,mazda,CX-5,suv,automatic,mi,4.6,26406.0,blue,beige,22100,23400,65610,2,midwest
873,,,,2010,pontiac,G6,sedan,automatic,va,3.1,72555.0,white,gray,7400,7900,74430,5,southeast
874,,,,2010,toyota,Corolla,sedan,automatic,ga,3.4,125558.0,blue,black,6350,7300,61450,5,southeast
875,,,,2004,honda,Accord,sedan,automatic,ca,3.2,134995.0,burgundy,gray,4550,5700,77030,11,pacific
876,,,,2013,gmc,Yukon,suv,automatic,co,4.3,43063.0,black,black,38600,41600,80610,2,mountain west
877,,,,2006,kia,Sorento,suv,automatic,nc,2.5,130062.0,blue,tan,3325,3600,61490,8,southeast
878,,,,2009,chevrolet,Impala,sedan,automatic,sc,3.0,74006.0,silver,black,6450,8000,56120,6,southeast
879,,,,2014,bmw,3 Series,sedan,automatic,nj,5.0,3262.0,black,black,34000,33500,82750,1,northeast
880,,,,2006,nissan,Maxima,sedan,automatic,ca,1.9,67830.0,gray,black,5425,4000,77030,9,pacific
881,,,,2012,mercedes-benz,C-Class,sedan,automatic,wi,4.4,21330.0,—,black,22200,22500,67090,3,midwest
882,,,,2007,gmc,Yukon XL,suv,automatic,nv,2.0,116103.0,gold,—,15000,14500,62960,8,mountain west
883,,,,2008,dodge,Ram Pickup 2500,cab,automatic,ca,2.6,74210.0,beige,tan,25300,27500,77030,7,pacific
884,,,,2014,gmc,Savana Cargo,van,automatic,mo,4.6,4188.0,white,gray,22500,22600,71660,1,midwest
885,,,,2012,nissan,Maxima,sedan,automatic,il,4.2,36050.0,white,black,17250,18000,73130,3,midwest
886,,,,2008,mercury,Grand Marquis,sedan,automatic,ga,3.5,123484.0,silver,beige,3925,4200,61450,7,southeast
887,,,,2013,ford,Taurus,sedan,automatic,ca,2.8,59732.0,black,black,12950,12000,77030,2,pacific
888,,,,2002,gmc,Envoy,suv,automatic,nc,3.5,126892.0,gray,gray,3075,5000,61490,13,southeast
889,,,,2012,audi,A8,sedan,automatic,ca,4.2,51505.0,blue,brown,38800,36500,77030,3,pacific
890,,,,2013,nissan,Altima,sedan,automatic,il,4.1,25541.0,red,black,12800,13400,73130,2,midwest
891,,,,2001,honda,Civic,sedan,automatic,ma,1.9,146172.0,silver,gray,2300,1600,82150,14,northeast
892,,,,2006,chrysler,PT Cruiser,convertible,automatic,ga,4.4,74679.0,silver,gray,3775,4700,61450,9,southeast
893,,,,2014,subaru,Outback,wagon,automatic,nj,4.7,21247.0,blue,black,28600,30200,82750,1,northeast
894,,,,2013,bmw,5 Series,sedan,automatic,ca,3.9,17957.0,gray,beige,33000,32500,77030,2,pacific
895,,,,2006,mini,Cooper,hatchback,automatic,il,2.5,112853.0,yellow,gray,3750,4100,73130,8,midwest
896,,,,2008,ford,Explorer,suv,automatic,ga,2.9,149797.0,black,gray,4500,3200,61450,7,southeast
897,,,,2012,dodge,Grand Caravan,van,automatic,ny,4.4,59020.0,silver,black,10000,10600,70210,3,northeast
898,,,,2009,bmw,3 Series,coupe,automatic,va,2.1,88487.0,black,brown,11100,10100,74430,6,southeast
899,,,,1991,toyota,Camry,sedan,automatic,fl,2.0,210619.0,blue,blue,375,400,59100,24,southeast
900,,,,2014,bmw,3 Series,wagon,automatic,nj,4.9,4408.0,silver,black,37600,41250,82750,1,northeast
901,,,,2010,nissan,Altima,coupe,automatic,ga,4.0,78526.0,brown,brown,9225,10300,61450,5,southeast
902,,,,2013,ford,Escape,suv,automatic,ga,3.6,41896.0,black,gray,16300,15900,61450,2,southeast
903,,,,2012,bmw,5 Series,sedan,automatic,ca,3.5,30436.0,black,black,32900,27000,77030,3,pacific
904,,,,2013,chevrolet,Malibu,sedan,automatic,ga,3.1,37823.0,blue,gray,11750,10500,61450,2,southeast
905,,,,2014,dodge,Journey,suv,automatic,fl,3.7,8360.0,gray,black,15000,14700,59100,1,southeast
906,,,,2007,ford,Ranger,cab,automatic,mn,2.1,217957.0,white,black,875,1500,83200,8,midwest
907,,,,2001,toyota,Camry,sedan,automatic,ma,2.8,67325.0,black,gray,3025,3500,82150,14,northeast
908,,,,2006,hyundai,Sonata,sedan,automatic,co,1.9,88516.0,blue,gray,4825,3100,80610,9,mountain west
909,,,,2012,hyundai,Elantra,sedan,automatic,oh,3.9,22477.0,gray,gray,12950,12900,64520,2,midwest
910,,,,2013,ford,Explorer,suv,automatic,mi,4.9,27803.0,white,gray,20900,21500,65610,2,midwest
911,,,,2014,chrysler,Town and Country,van,automatic,fl,3.6,37208.0,gray,black,17700,18500,59100,1,southeast
912,,,,2005,chrysler,300,sedan,automatic,ca,1.9,153257.0,black,gray,3975,2800,77030,10,pacific
913,,,,2014,fiat,500L,wagon,automatic,fl,5.0,11234.0,red,gray,12650,12800,59100,1,southeast
914,,,,2013,toyota,Camry,sedan,automatic,oh,3.5,46054.0,black,gray,13000,12800,64520,1,midwest
915,,,,2008,mercury,Mariner,suv,automatic,nj,3.9,62199.0,silver,tan,8750,9700,82750,7,northeast
916,,,,2005,chevrolet,Equinox,suv,automatic,oh,2.3,121123.0,gray,gray,3225,3900,64520,10,midwest
917,,,,2014,ford,Mustang,coupe,automatic,ca,4.4,14217.0,gray,black,18250,17700,77030,1,pacific
918,,,,2008,ford,Explorer,suv,automatic,md,2.8,82986.0,black,tan,8500,9100,89090,7,northeast
919,,,,2014,kia,Rio,sedan,automatic,mo,4.5,23091.0,silver,black,10850,10500,71660,1,midwest
920,,,,2007,toyota,RAV4,suv,automatic,pa,3.3,59290.0,blue,gray,12500,12200,73100,8,northeast
921,,,,2006,gmc,Yukon,suv,automatic,mi,3.4,77164.0,silver,gray,10800,13800,65610,9,midwest
922,,,,2012,dodge,Journey,suv,automatic,fl,3.4,61603.0,red,black,11350,12000,59100,3,southeast
923,,,,2010,ford,Ranger,cab,automatic,wi,2.0,309233.0,white,gray,3600,675,67090,5,midwest
924,,,,2005,ford,Freestyle,wagon,automatic,tx,2.1,133343.0,silver,gray,2375,2200,68360,10,southwest
925,,,,2007,dodge,Charger,sedan,automatic,fl,2.7,88346.0,red,gray,6225,9400,59100,8,southeast
926,,,,2012,gmc,Acadia,suv,automatic,va,3.7,29467.0,silver,black,23700,21400,74430,2,southeast
927,,,,2013,nissan,Altima,sedan,automatic,pa,4.3,50229.0,red,black,11200,11800,73100,2,northeast
928,,,,2015,chrysler,200,sedan,automatic,ga,4.6,12071.0,gray,black,15500,14650,61450,0,southeast
929,,,,2011,ford,F-150,cab,automatic,nv,3.3,60363.0,brown,beige,26400,26250,62960,4,mountain west
930,,,,2005,chevrolet,Monte Carlo,coupe,automatic,fl,1.9,243190.0,blue,black,1775,1300,59100,10,southeast
931,,,,2010,chevrolet,Avalanche,cab,automatic,tn,2.5,80304.0,black,black,23900,21400,57290,5,southeast
932,,,,2001,toyota,Camry,sedan,automatic,tn,1.9,224715.0,white,gray,1850,2500,57290,14,southeast
933,,,,2011,ford,Fusion,sedan,automatic,ca,3.4,79370.0,black,black,8775,9000,77030,4,pacific
934,,,,2013,chevrolet,Sonic,sedan,automatic,nv,3.6,38571.0,blue,gray,8200,9000,62960,2,mountain west
935,,,,2012,ford,Edge,suv,automatic,nj,4.5,40986.0,white,gray,20300,18800,82750,3,northeast
936,,,,2014,ford,Flex,wagon,automatic,il,1.9,65238.0,white,black,25700,21400,73130,1,midwest
937,,,,2006,dodge,Ram Pickup 1500,cab,automatic,pa,3.1,96013.0,gray,gray,12300,11000,73100,9,northeast
938,,,,2013,chrysler,200,sedan,automatic,fl,3.8,45816.0,silver,black,10150,9100,59100,2,southeast
939,,,,2010,volkswagen,CC,sedan,automatic,ga,4.6,60115.0,black,beige,12950,12800,61450,5,southeast
940,,,,1999,mazda,626,sedan,automatic,md,2.0,187366.0,beige,beige,700,500,89090,16,northeast
941,,,,2013,chevrolet,Camaro,coupe,automatic,tx,4.4,24384.0,black,black,25400,26900,68360,2,southwest
942,,,,2008,dodge,Caliber,wagon,automatic,nc,3.5,140489.0,white,gray,3075,4000,61490,7,southeast
943,,,,2013,dodge,Avenger,sedan,automatic,tx,3.9,47696.0,black,black,9600,10000,68360,2,southwest
944,,,,2014,dodge,Charger,sedan,automatic,ga,4.1,20149.0,gray,gray,22800,22800,61450,1,southeast
945,,,,2013,infiniti,G Sedan,sedan,automatic,wa,2.3,14548.0,black,black,22200,18900,81400,2,pacific
